teamname,goalnetstanchioncolor2r,hastifo,stadiumgoalnetstyle,utcoffset,teamcolor1b,crowdregion,gender,captainid,popularity,iscompetitioncrowdcardsenabled,numtransfersin,teamcolor3b,matchdaymidfieldrating,youthdevelopment,personalityid,pitchlinecolor,crowdskintonecode,teamcolor2r,stadiumgoalnetpattern,freekicktakerid,genericint2,opponentstrongthreshold,powid,hasstandingcrowd,longitude,genericint1,teamcolor3g,goalnetstanchioncolor1g,teamcolor2b,favoriteteamsheetid,clubworth,haslargeflag,midfieldrating,trait1vequal,presassetone,teamstadiumcapacity,goalnetstanchioncolor1b,teamcolor3r,rightfreekicktakerid,attackrating,overallrating,presassettwo,opponentweakthreshold,teamcolor1g,throwerright,hasvikingclap,iscompetitionscarfenabled,goalnetstanchioncolor1r,leftfreekicktakerid,longkicktakerid,trainingstadium,skinnyflags,stanchionflamethrower,cksupport6,prev_el_champ,uefa_consecutive_wins,ethnicity,trait1vstrong,defenserating,leaguetitles,cksupport2,stadiummowpattern_code,iscompetitionpoleflagenabled,internationalprestige,rivalteam,rightcornerkicktakerid,cksupport9,goalnetstanchioncolor2b,cksupport8,uefa_cl_wins,penaltytakerid,profitability,uefa_uecl_wins,genericbanner,matchdayattackrating,hassubstitutionboard,pitchwear,trait1vweak,teamcolor1r,pitchcolor,teamid,buildupplay,cksupport5,defensivedepth,cksupport3,goalnetstanchioncolor2g,cityid,cksupport4,domesticprestige,flamethrowercannon,ballid,form,teamcolor2g,cksupport7,latitude,matchdayoverallrating,hassuncanthem,cksupport1,cornerflagpolecolor,isbannerenabled,playsurfacetype,throwerleft,leftcornerkicktakerid,foundationyear,assetid,uefa_el_wins,matchdaydefenserating,jerseytype,domesticcups
FC Botoșani,220,0,0,2,150,5,0,248002,2,0,0,80,66,3,1,0,2,255,0,244154,-1,1,-1,0,26,66,77,220,255,-1,3975,0,66,132352,0,7782,220,247,244154,63,66,0,1,62,251235,0,1,220,244154,244154,316,0,0,251235,0,0,2,4202752,65,0,274734,1,1,1,308,244154,275901,220,244154,0,244154,4,0,0,63,0,0,132352,46,4,110752,1,251635,65,251235,220,737,244474,3,0,79,0,255,213702,47,66,0,213702,0,1,0,251235,275901,2001,110752,0,65,2,0
FC Sion,255,0,36,1,1,4,0,234687,5,0,0,1,67,3,1,0,2,255,0,246729,-1,1,-1,1,7,67,20,255,255,-1,22000,0,67,532501,0,14283,255,232,234687,67,67,0,1,20,79212,0,1,255,211903,211903,316,0,0,79212,0,0,3,528405,68,2,266623,3,1,2,324,234687,266623,255,234687,0,234687,3,0,0,67,0,0,270357,222,4,110770,2,244131,30,79212,255,452,243898,5,0,71,0,255,211903,46,67,0,211903,0,1,0,79212,243898,1909,110770,0,68,2,13
Gaziantep,255,0,0,3,1,5,0,211061,2,0,0,255,68,2,1,0,9,255,0,211061,-1,1,-1,1,37,69,255,255,1,-1,21000,0,68,528448,0,33502,255,255,211061,72,69,0,1,1,241821,0,1,255,211061,211061,316,0,0,241821,0,0,2,526400,67,0,209289,0,0,1,101020,211061,209289,255,252508,0,211061,2,0,0,72,0,0,270400,1,4,110776,3,83174,30,241821,255,176,264364,3,0,89,0,50,211061,37,69,0,252508,0,1,0,241821,211061,1988,110776,0,67,2,0
R. Oviedo,255,0,0,1,200,4,0,219848,4,0,0,255,72,4,1,0,2,255,0,275985,-1,2,-1,0,-5,73,233,255,255,-1,5000,0,72,532480,0,31000,255,233,275985,74,73,0,2,75,253385,0,2,255,275985,275985,316,0,0,253385,0,0,4,528384,73,0,245870,1,2,1,459,275985,245870,255,262300,0,253385,7,0,0,74,0,0,270336,25,4,110827,2,253114,30,253385,255,363,266608,6,0,41,0,255,275985,43,73,0,262300,0,1,0,253385,275985,1926,110827,0,73,2,0
Granada CF,255,0,0,1,0,4,0,229788,4,1,0,0,69,5,1,0,2,255,0,272904,-1,1,-1,2,-3,69,0,255,255,-1,50000,0,69,4198736,0,19436,255,222,250881,69,69,0,1,0,231530,0,2,255,272904,250881,316,0,0,231530,0,0,2,264528,69,0,247458,1,2,1,449,250881,250881,255,247458,0,275415,5,0,0,69,0,0,4202832,255,4,110832,3,272904,50,231530,255,193,229788,2,0,69,0,255,275415,37,69,0,275415,0,1,0,231530,250881,1931,110832,0,69,2,0
SD Huesca,255,0,0,1,175,4,0,200519,2,1,0,255,67,3,0,0,2,155,0,190199,-1,1,-1,2,0,68,240,255,85,-1,4500,0,67,264450,0,9100,255,240,190199,67,67,0,1,70,194879,0,2,255,190199,190199,316,0,0,194879,0,0,4,526594,66,0,231125,1,2,1,244,190199,256604,255,231125,0,190199,7,0,0,67,0,0,4198658,40,4,110839,3,250992,50,194879,255,222,256604,6,0,69,0,55,193844,42,67,0,193844,0,1,0,194879,190199,1960,110839,0,66,2,0
Crawley Town,1,0,13,0,20,3,0,246243,1,0,0,20,61,2,1,0,2,255,1,245649,-1,1,-1,0,0,62,20,95,255,-1,2300,0,61,525448,0,6134,60,235,245649,58,62,0,1,20,229398,0,0,1,245649,245649,316,0,0,229398,0,0,2,532616,61,0,245649,1,0,1,112259,243276,83046,60,245649,0,229398,7,0,0,58,0,0,263304,235,4,110890,1,246243,30,229398,95,123,83046,6,0,55,0,255,273540,51,62,0,273540,0,2,0,229398,243276,1896,110890,0,61,1,0
Catanzaro,248,0,0,1,29,4,0,209613,3,0,0,250,68,5,0,0,2,247,0,228882,-1,1,-1,1,17,68,250,248,20,-1,30000,0,68,132096,0,14650,248,250,228882,69,68,0,1,204,275912,0,1,248,228882,228882,316,0,0,275912,0,0,2,4202496,66,0,74094,3,1,1,1843,228882,192071,248,74094,0,275912,4,0,0,69,0,0,132096,253,4,110908,1,225381,65,275912,248,936,192071,5,0,82,0,27,209613,39,68,0,209613,0,1,0,275912,228882,1929,110908,0,66,2,0
Padova,255,0,1,1,2,4,0,79012,1,0,0,2,68,5,0,0,2,255,0,79014,-1,1,-1,0,11,68,0,255,255,-1,12045,0,68,532545,0,19736,255,230,79014,69,68,0,1,0,220517,0,1,255,79014,79014,316,0,0,220517,0,0,2,528449,66,0,79016,0,1,1,205,79014,79016,255,79014,0,79012,2,0,0,69,0,0,270401,230,4,110912,2,251927,30,220517,255,696,197926,1,4,82,0,255,79012,45,68,0,79012,0,1,0,220517,79014,1910,110912,0,66,2,0
Cesena,250,0,0,1,250,4,0,72845,1,0,0,250,70,8,1,0,2,30,0,235163,-1,1,-1,1,12,69,250,250,30,-1,36150,0,70,4198656,0,23860,250,250,235163,67,68,0,1,250,213829,0,1,250,235163,235163,316,0,0,213829,0,0,6,264448,67,0,72852,15,1,1,1744,235163,264683,250,72852,0,72852,2,0,0,67,0,0,4202752,250,4,110915,3,257713,50,213829,250,99,202489,2,0,82,0,30,74406,44,68,0,74406,0,1,0,213829,264683,1940,110915,0,67,2,0
Instituto,255,0,0,-3,42,1,0,228959,3,0,0,1,68,3,0,0,7,255,0,70441,-1,1,-1,1,-64,69,1,255,255,-1,7500,0,68,139264,0,30000,255,1,70441,69,69,2,1,48,70441,0,0,255,70441,242342,316,1,0,70441,0,0,4,4198400,68,0,247776,0,1,2,111022,242342,236432,255,247776,0,70441,4,0,0,69,0,0,139264,225,4,110953,2,243804,65,70441,255,120,236432,1,0,190,0,255,239936,-31,69,0,239936,0,1,0,70441,242342,1918,110953,0,68,2,0
Shanghai Shenhua,204,0,0,8,159,2,0,217153,10,0,0,255,67,4,1,0,4,204,0,241418,-1,1,-1,0,121,66,255,78,1,-1,11450,0,67,133248,0,72000,159,255,241418,62,66,0,1,78,263563,0,1,5,241418,241418,316,0,0,263563,0,0,3,4196480,66,1,210377,1,0,3,112540,241418,241418,1,210377,0,217153,10,0,0,62,0,0,135296,5,4,110955,3,202808,65,263563,1,446,217153,7,0,75,0,1,71430,31,66,0,71430,0,1,0,263563,241418,1993,110955,0,66,1,4
Blooming,248,0,0,-4,211,1,0,253617,3,0,0,211,65,6,0,0,7,255,0,253617,-1,1,-1,2,-63,65,148,249,255,-1,10400,0,65,132352,0,38000,249,59,253617,67,65,0,1,148,273120,0,0,248,253617,253617,366,0,0,273120,0,0,4,4202752,64,5,278833,2,2,2,110968,252804,278833,249,253617,0,253617,8,0,0,67,0,0,132352,59,4,110967,1,220540,65,273120,249,776,259578,3,0,111,0,255,252804,-17,65,0,253617,0,1,0,273120,252804,1946,110967,0,64,2,0
Bolívar,169,0,0,-4,220,1,0,241131,5,0,0,250,68,6,0,0,7,8,0,253574,-1,1,-1,1,-68,68,250,250,124,-1,24000,0,68,132240,0,41143,250,250,253574,68,68,0,1,164,215292,0,0,250,253574,253574,316,1,0,215292,0,0,4,4202640,66,31,274259,12,0,5,114577,253574,274259,169,253574,0,215292,8,0,0,68,0,0,132240,60,4,110968,1,241131,65,215292,169,770,272990,10,0,184,0,70,207454,-16,68,0,207454,0,1,0,215292,253574,1925,110968,0,66,2,2
Uni. Católica,248,0,0,-4,250,1,0,232670,5,0,0,0,68,7,0,0,7,54,0,215155,-1,1,-1,0,-70,69,0,249,200,-1,31000,0,68,4202498,0,20000,249,255,215155,71,69,1,1,250,261261,0,2,248,215155,215155,316,1,0,261261,0,0,3,266242,68,16,258227,3,2,5,112116,219605,219605,249,258227,0,232670,8,0,0,71,0,0,4202498,250,4,110975,2,228744,50,261261,249,263,215155,8,0,184,0,112,232670,-33,69,0,232670,0,1,0,261261,219605,1937,110975,0,68,2,4
Barcelona SC,248,0,18,-5,51,1,0,253223,7,2,0,51,67,5,1,0,7,195,0,253223,-1,1,-1,1,-79,69,248,249,15,-1,40998,0,67,4198528,0,57267,249,255,253223,70,69,1,1,248,215061,0,2,248,253223,253223,316,1,0,215061,0,0,6,264320,69,16,75311,3,2,6,110986,212747,75311,249,215107,0,215061,8,0,0,70,0,0,4202624,255,3,110981,3,84326,50,215061,249,780,253223,10,0,184,0,37,212747,-2,69,0,215107,0,1,0,215061,212747,1925,110981,0,69,2,0
Dep. Cuenca,255,0,0,-5,26,1,0,219678,2,0,0,0,66,4,0,0,7,1,0,70710,-1,1,-1,1,-79,66,205,255,1,-1,11500,0,66,270400,0,16500,255,254,70710,66,66,0,1,34,233825,0,2,255,70710,70710,316,1,0,233825,0,0,4,528448,66,1,246056,15,2,1,110981,70710,246056,255,70710,0,233825,5,0,0,66,0,0,4202560,224,3,110982,2,264378,50,233825,255,917,219678,4,0,111,0,1,78354,-2,66,0,78354,0,1,0,233825,70710,1971,110982,0,66,2,0
LDU Quito,248,0,0,-5,255,1,0,231550,6,0,0,57,69,7,0,0,7,137,0,253322,-1,1,-1,1,78,70,36,249,26,-1,36000,0,69,532608,0,41575,249,22,70193,69,70,1,1,255,240944,0,2,248,253322,253322,316,1,0,240944,0,0,3,528512,70,13,273988,1,2,7,110981,70193,70193,249,273988,1,215421,6,0,0,69,0,0,270464,255,4,110986,2,231550,30,240944,249,781,215036,9,0,184,0,8,215421,0,70,0,215421,0,1,0,240944,253322,1930,110986,2,70,2,1
Caracas FC,255,0,0,-4,36,1,0,246015,4,1,0,36,64,5,0,0,7,1,0,226395,-1,1,-1,1,-66,65,28,255,1,-1,13000,0,64,532736,0,23940,255,235,253895,65,65,1,1,28,226395,0,2,255,226395,253895,316,1,0,226395,0,0,1,528640,65,12,80014,3,2,3,110991,226395,71671,255,253895,0,246015,5,0,0,65,0,0,270592,235,4,110989,2,265680,30,214975,255,800,253816,7,0,184,0,1,214975,10,65,0,71671,0,1,0,226395,253895,1967,110989,0,65,2,5
Carabobo FC,255,0,0,-4,21,1,0,236608,1,2,0,255,67,3,0,0,7,7,0,253579,-1,1,-1,1,-68,66,255,255,194,-1,11100,0,67,270592,0,10400,255,255,253579,61,66,0,1,21,274523,0,2,255,253579,253579,316,0,0,274523,0,0,4,528640,66,1,272699,0,2,3,114611,253579,272699,255,202559,0,253579,5,0,0,61,0,0,4202752,146,4,110991,2,261226,50,274523,255,803,261648,5,0,184,0,54,253579,10,66,0,202559,0,1,0,274523,253579,1997,110991,0,66,2,0
Libertad,248,0,0,-3,250,1,0,227550,7,0,0,250,68,8,0,0,7,30,0,216055,-1,1,-1,2,-57,69,250,249,30,-1,30000,0,68,139328,0,14000,249,250,253239,73,69,0,1,250,244946,1,0,248,216055,253239,316,1,0,227550,0,0,4,4198464,69,26,75224,1,0,7,101108,253239,253240,249,75224,0,216055,5,0,0,73,0,0,139328,250,4,111008,2,259410,65,227550,249,771,253240,10,0,184,0,30,216055,-25,69,0,216055,0,1,0,253239,253239,1905,111008,0,69,2,3
Cienciano,255,0,0,-5,42,1,0,241499,3,0,0,245,66,4,0,0,7,35,0,253772,-1,1,-1,1,30,66,245,255,77,-1,17000,1,66,270656,0,42300,255,245,253772,68,66,0,1,41,232067,0,2,255,253772,253772,316,1,0,232067,0,0,3,528704,66,0,254446,0,2,3,111014,234180,234180,255,254446,0,241499,7,0,0,68,0,0,4202816,226,4,111011,2,79613,50,232067,255,880,253772,6,0,111,0,42,241499,31,66,0,241499,0,1,0,232067,234180,1901,111011,1,66,2,0
Alianza Atlético,255,0,0,-5,192,1,0,83047,3,0,0,172,65,3,0,0,2,255,0,83053,-1,1,-1,1,-81,64,21,255,255,-1,10000,0,65,532480,0,12000,255,25,83053,64,64,0,1,8,223054,0,2,255,83053,83053,316,1,0,223054,0,0,4,528384,64,0,261824,3,2,1,111014,83053,261824,255,259660,0,83053,5,0,0,64,0,0,270336,9,4,111012,2,70454,30,83052,255,990,83049,4,0,111,0,255,83052,-5,64,0,259660,0,1,0,223054,223054,1920,111012,0,64,2,0
Sporting Cristal,248,0,0,-5,251,1,0,204542,6,2,0,255,69,6,0,0,7,250,0,204542,-1,1,-1,1,-77,69,204,248,250,-1,31300,0,69,4195728,0,11600,248,4,204542,69,69,0,1,224,77146,0,2,248,204542,204542,316,0,0,77146,0,0,5,270736,69,20,243731,3,2,5,111014,204542,204542,248,243731,0,204542,7,0,0,69,0,0,4195728,123,4,111013,1,69988,50,77146,248,789,231930,9,0,111,0,250,196848,-12,69,0,196848,0,1,0,77146,204542,1955,111013,0,69,1,0
Universitario,248,0,0,-5,240,1,0,259251,6,0,0,23,70,4,0,0,7,140,1,264796,-1,1,-1,0,-76,70,28,248,25,-1,30530,0,70,73808,0,80000,248,127,264796,70,70,0,1,254,210951,0,2,248,264796,211274,316,1,0,210951,0,0,2,135248,71,29,255098,3,2,5,111013,264796,264796,248,255098,0,259251,7,0,0,70,0,0,73808,254,4,111014,2,223637,90,210951,248,789,211274,10,0,184,0,22,259251,-12,70,0,259251,0,1,0,210951,264796,1924,111014,0,71,1,0
Argentinos Jrs.,255,0,0,-3,46,1,0,272350,4,2,0,163,73,9,0,0,7,255,0,272350,-1,2,-1,1,-58,72,93,255,255,-1,35000,0,73,132097,0,25110,255,0,272350,71,72,1,2,45,232765,0,0,255,272350,272350,316,1,0,232765,0,0,4,4202497,71,3,248231,1,1,2,112689,272350,248231,255,265478,1,232765,4,0,0,71,0,0,132097,235,4,111019,1,226671,65,232765,255,82,223105,5,0,190,0,255,272350,-34,72,0,265478,0,1,0,232765,272350,1904,111019,0,71,2,0
Ind. Rivadavia,255,0,0,-3,44,1,0,233959,1,0,0,45,70,1,0,0,7,255,0,233959,-1,1,-1,0,-68,70,19,255,255,-1,6500,0,70,4202560,0,24000,255,33,233959,75,70,2,1,18,273843,0,0,255,233959,233959,316,1,0,273843,0,0,3,266304,70,0,76718,15,0,1,111716,233959,76718,255,233959,0,273843,8,0,0,75,0,0,4202560,32,4,111020,2,76717,50,273843,255,839,253249,1,0,190,0,255,278743,-32,70,0,278743,0,1,0,273843,233959,1913,111020,0,70,2,0
Belgrano,255,0,0,-3,212,1,0,215270,4,0,0,250,73,7,0,0,7,1,0,215270,-1,1,-1,1,-64,71,250,255,1,-1,15500,0,73,4202817,0,30000,255,250,215259,73,71,2,1,154,225289,0,0,255,215270,207471,316,1,0,225289,0,0,3,266561,71,1,207471,3,1,1,112670,215270,71546,255,215259,0,215270,5,0,0,73,0,0,4202817,1,4,111022,2,223501,50,225289,255,120,259690,2,0,190,0,1,215270,-31,71,0,71546,0,1,0,225289,215259,1905,111022,0,71,2,0
Real Salt Lake,213,0,0,-7,26,6,0,192397,6,0,0,22,68,8,0,0,2,51,0,270517,-1,1,-1,0,-112,69,207,21,102,-1,171500,0,68,4198530,0,20213,40,237,257020,65,69,0,1,14,257020,0,1,213,270517,270517,316,0,0,257020,0,0,5,264322,68,1,77456,0,1,4,694,270517,270517,40,77456,0,270517,5,0,0,65,0,0,4202626,144,4,111065,3,240448,50,257020,21,427,275645,6,4,134,0,51,84120,41,69,0,84120,0,1,0,257020,270517,2004,111065,0,68,2,0
Arka Gdynia,0,0,0,1,0,5,0,78528,2,1,0,255,64,2,0,0,2,0,1,212249,-1,1,-1,1,18,64,255,237,149,-1,6760,0,64,270400,0,15139,0,255,212249,64,64,0,1,237,245528,0,1,255,212249,212249,316,0,0,245528,0,0,2,528448,63,0,254820,3,1,1,111091,212249,254820,149,244731,0,245528,3,0,0,64,0,0,4202560,255,4,111082,2,78535,50,245528,69,580,243516,3,0,93,0,69,212249,54,64,0,244731,0,1,0,245528,212249,1929,111082,0,63,2,2
Korona Kielce,120,0,0,1,30,5,0,242509,2,0,0,30,67,4,1,0,2,240,0,242509,-1,1,-1,1,20,66,30,30,30,-1,8586,2,67,264512,0,15500,30,30,243690,66,66,0,1,228,242509,0,1,30,242509,242509,316,0,0,242509,0,0,3,526656,66,0,263509,1,1,1,111088,242509,263509,120,79618,0,242509,4,0,0,66,0,0,4198720,255,4,111083,3,79253,50,208306,120,246,231923,4,0,93,0,30,208306,50,66,0,79618,0,1,0,242509,242509,1973,111083,0,66,2,0
Piast Gliwice,120,0,4,1,153,5,0,214882,4,0,0,205,65,6,0,0,2,196,1,270381,-1,1,-1,1,18,66,83,120,15,-1,8120,0,65,132096,0,9913,120,0,270381,65,66,0,1,51,76839,0,1,120,224062,270715,316,0,0,76839,0,0,2,4202496,65,1,257161,1,0,1,420,270381,270381,120,257161,0,224062,3,0,0,65,0,0,132096,0,4,111086,1,224062,65,76839,120,188,234883,4,0,93,0,13,242906,50,66,0,214882,0,1,0,76839,270715,1945,111086,0,65,1,0
Radomiak Radom,120,0,0,1,76,5,0,204078,2,0,0,30,66,2,0,0,2,250,1,204078,-1,1,-1,1,21,66,30,130,250,-1,8446,2,66,270336,0,14400,130,30,204078,66,66,0,1,168,209323,0,1,120,204078,204078,316,0,0,209323,0,0,1,528384,67,0,231460,3,1,1,111083,204078,204078,130,231460,0,204078,3,0,0,66,0,0,4202496,68,4,111088,2,247288,50,209323,130,868,72658,4,0,93,0,250,244186,51,66,0,244186,0,1,0,209323,204078,1910,111088,0,67,2,0
Lechia Gdańsk,30,0,0,1,73,5,0,242350,2,0,0,0,67,5,0,0,2,255,1,72586,-1,1,-1,1,18,66,64,50,255,-1,5378,0,67,73792,0,43615,15,0,242350,67,66,0,1,156,72589,0,1,0,72586,72586,316,0,0,72589,0,0,2,135232,65,0,263778,1,1,1,1871,242350,255361,30,263778,0,255361,2,0,0,67,0,0,73792,0,4,111091,2,79514,90,72589,15,177,255361,2,0,93,0,255,266110,54,66,0,266110,0,1,0,72589,72586,1945,111091,0,65,2,2
Motor Lublin,0,0,0,1,139,5,0,236363,2,0,0,0,68,5,0,0,2,250,0,236363,-1,1,-1,1,22,66,255,0,250,-1,9568,0,68,139328,0,15247,139,255,236363,67,66,0,1,0,76863,0,1,0,236363,236363,316,0,0,76863,0,0,1,4198464,65,0,226877,1,1,1,111088,236363,226877,139,236363,0,236363,4,0,0,67,0,0,139328,0,4,111097,2,208088,65,76863,0,957,263303,5,0,93,0,250,269489,51,66,0,269489,0,1,0,76863,236363,1950,111097,0,65,2,0
South Africa,255,0,0,2,52,9,0,213615,0,0,0,1,69,0,0,0,2,20,0,242936,-1,1,-1,1,27,70,1,255,80,-1,0,0,69,4202512,0,94736,255,1,242935,70,70,0,1,230,241173,0,1,255,242935,82308,316,0,0,241173,0,0,3,266256,70,0,84684,0,1,4,111130,82294,235442,255,257293,0,241173,0,0,0,70,0,0,4202512,255,4,111099,2,257293,50,241173,255,0,82308,10,0,6,0,140,242935,-26,70,0,235442,0,1,0,241173,242935,1992,111099,0,70,1,0
Colombia,250,0,20,-5,22,1,0,198710,0,0,0,1,78,0,0,0,7,0,1,198710,-1,2,-1,1,-74,78,25,250,225,-1,0,0,78,4195728,0,46788,250,200,198710,79,78,0,2,225,204259,0,1,250,198710,198710,316,0,0,220793,0,0,3,270736,79,0,231207,1,1,6,111465,198710,241602,250,267430,0,198710,0,0,0,79,0,0,132496,252,4,111109,1,214026,50,215333,250,59,267430,10,0,6,0,75,198710,10,78,0,220793,0,1,0,214026,241602,1924,111109,0,79,1,0
Morocco,250,0,0,1,45,8,0,234200,0,0,0,136,78,0,0,0,9,255,1,235212,-1,2,-1,1,-7,79,222,250,255,-1,0,0,78,4202496,0,67000,250,20,255125,79,79,0,2,39,268728,0,1,250,255125,264348,316,0,0,231633,0,0,3,266240,79,0,231410,1,0,6,1391,231410,231410,250,234200,0,231410,0,0,0,79,0,0,132096,193,4,111111,2,260843,50,231633,250,0,234200,10,0,6,0,255,236401,33,79,0,244749,0,1,0,236401,231410,1928,111111,0,79,2,0
Côte d'Ivoire,255,0,0,0,0,9,0,205343,0,0,0,51,77,0,0,0,2,255,0,254088,-1,2,-1,1,-4,78,153,255,255,-1,0,0,77,4202768,0,40000,255,0,78012,79,78,0,2,128,275208,0,0,255,78012,78012,316,0,0,236403,0,0,9,266512,78,0,260942,14,0,5,1667,258444,235458,255,255928,0,78012,0,0,0,79,0,0,132368,255,4,111112,2,220421,50,235458,255,0,236403,10,0,6,0,255,78012,5,78,0,275208,0,0,0,220421,78012,1960,111112,0,78,1,0
Saudi Arabia,255,0,0,3,1,8,0,220075,0,0,0,1,73,0,1,0,9,255,0,210602,-1,1,-1,0,39,72,128,255,255,-1,0,0,73,4198400,0,62345,255,1,220075,75,72,0,1,128,242506,0,1,255,220075,220075,316,0,0,245751,0,0,4,264192,71,0,211395,0,0,4,111527,220075,74699,255,220075,0,238545,0,0,0,75,0,0,4202496,1,4,111114,3,256331,50,238545,255,405,220075,10,4,6,0,255,238545,21,72,0,245751,0,0,0,256331,241938,1956,111114,0,71,2,0
IR Iran,255,0,0,3,68,8,0,84175,0,0,0,0,72,0,0,0,2,255,0,84186,-1,1,-1,1,51,72,0,255,255,-1,0,0,72,528384,0,78116,255,255,84186,73,72,0,1,144,84170,0,0,255,84186,84171,316,0,0,84197,0,0,4,526336,72,0,84171,0,0,3,111527,84171,84181,255,84175,0,84172,0,0,0,73,0,0,270336,5,4,111115,3,84168,30,84197,255,0,84175,10,0,6,0,255,84186,36,72,0,84186,0,0,0,84168,243551,1941,111115,0,72,2,0
Karagümrük SK,255,0,0,3,0,5,0,258390,3,0,0,55,67,2,0,0,9,55,0,209782,-1,1,-1,2,28,67,55,255,55,-1,17000,0,67,270352,0,74753,255,55,209782,68,67,0,1,0,262620,0,2,255,225844,235717,316,0,0,262620,0,0,2,528400,68,0,70106,1,0,1,111339,225844,235717,255,70106,0,209782,3,0,0,68,0,1,4202512,255,4,111117,2,221969,50,262620,255,231,260638,1,0,89,0,55,209782,41,67,0,209782,0,1,0,262620,235717,1926,111117,0,68,2,0
Egypt,1,0,0,2,0,8,0,209331,0,0,0,1,74,0,1,0,9,255,1,209331,-1,2,-1,1,31,74,1,1,255,-1,0,0,74,4198784,0,75000,1,1,81918,76,74,1,2,0,256675,0,0,1,209331,81918,316,0,0,256675,0,0,4,264576,71,0,82329,1,0,4,111448,209331,261624,1,81918,0,209331,0,0,0,76,0,0,4202880,210,4,111130,3,82400,50,256675,1,0,81918,10,0,6,0,255,209331,30,74,0,261624,0,1,0,256675,209331,1921,111130,0,71,2,0
Minnesota United,1,0,0,-6,224,6,0,254962,6,0,0,80,70,9,0,0,2,133,0,233092,-1,1,-1,0,-93,69,41,1,237,-1,150000,0,70,4202634,0,19400,1,12,233092,71,69,0,1,223,251229,0,1,1,233092,233092,316,0,0,251229,0,0,2,266378,68,0,261196,3,1,1,696,233092,261196,1,241026,0,251229,5,0,0,71,0,0,4202634,222,4,111138,2,270887,50,251229,1,602,212424,3,4,134,0,199,233092,44,69,0,241026,0,1,0,251229,233092,2010,111138,0,68,1,0
CF Montréal,12,0,0,-5,160,6,0,244250,4,0,0,255,66,7,1,0,2,12,0,246070,-1,1,-1,0,-74,66,255,12,12,-1,189000,0,66,270664,0,20801,12,255,260772,68,66,0,1,82,244250,0,1,12,246070,246070,316,0,0,244250,0,0,2,528712,64,0,243828,0,1,4,111651,260772,260772,12,246070,0,244250,4,0,0,68,0,0,4202824,11,4,111139,2,266335,50,244250,12,327,269758,4,0,134,0,12,78355,46,66,0,78355,0,1,0,244250,246070,1992,111139,0,64,2,0
Portland Timbers,1,1,0,-8,18,6,0,203067,7,3,0,14,69,4,0,0,2,203,0,238303,-1,1,-1,0,-123,68,100,1,0,-1,201000,0,69,4202840,0,25218,1,0,238303,68,68,1,1,72,213620,0,1,1,238303,238303,316,0,0,213620,0,0,3,266584,68,1,263947,15,1,3,111144,238303,263947,1,238303,0,238303,6,0,0,68,0,0,4202840,0,4,111140,2,203067,50,213620,1,384,254887,7,4,134,0,151,259139,46,68,0,259139,0,1,2,213620,238303,2009,111140,0,68,2,0
Sounders FC,211,0,0,-8,82,6,0,242648,7,3,0,82,70,6,0,0,2,0,0,210423,-1,1,-1,0,-122,70,240,211,148,-1,308000,0,70,4195400,0,37722,211,148,210423,73,70,0,1,198,241487,1,1,211,210423,210423,316,0,1,241487,0,0,1,270408,68,2,260657,15,1,4,111140,210423,260657,211,226035,0,210423,2,0,0,73,0,0,4195400,148,6,111144,1,226807,50,241487,211,440,247476,6,4,134,0,85,210423,48,70,0,226035,0,1,2,241487,210423,2007,111144,0,68,2,4
Heidenheim,255,0,0,1,1,4,0,216199,5,1,0,178,72,1,0,0,2,10,0,266236,-1,2,-1,1,10,72,178,225,98,-1,48222,0,72,528534,0,15000,225,178,266236,72,72,0,2,1,260290,0,1,225,266236,231227,316,0,0,260290,0,0,2,526486,72,0,260369,3,1,1,100409,231227,260369,255,231227,0,260290,6,0,0,72,1,0,270486,225,4,111235,3,256292,30,260290,255,214,258316,2,0,25,0,31,266236,48,72,0,266236,0,1,0,260290,231227,2007,111235,0,72,2,0
FC Ingolstadt 04,235,0,0,1,255,4,0,241967,3,1,0,25,64,5,0,0,2,1,0,234945,-1,1,-1,1,11,64,1,235,1,-1,12500,0,64,526337,0,15800,235,225,234945,60,64,0,1,255,71287,0,1,235,234945,234945,316,0,0,71287,0,0,2,526337,64,0,276697,1,1,1,33,234945,276356,235,276697,0,234945,3,0,0,60,0,1,266241,255,4,111239,3,275742,30,71287,235,227,276356,10,0,91,0,1,275736,48,64,0,275736,0,1,0,71287,234945,2004,111239,0,64,2,0
Red Star FC,255,0,0,1,70,4,0,72137,3,0,0,101,68,3,0,0,2,255,0,246550,-1,1,-1,0,2,67,147,255,255,-1,19000,0,68,532484,0,5600,255,17,243412,64,67,0,1,102,246450,0,1,255,246550,243412,316,0,0,246450,0,0,2,528388,67,0,72136,1,0,1,111817,243412,72137,255,72136,0,72136,3,0,0,64,0,0,270340,12,4,111273,2,266501,30,246450,255,415,72137,2,4,51,0,255,72139,48,67,0,72139,0,1,0,246450,243412,1897,111273,0,67,2,5
